default,amount_of_loan,credit_rating,years_with_bank,rent_mortgage_own,income,age
0,8975,D,4,0,33000,26
1,9325,C,8,1,85000,24
0,4000,A,3,2,28000,21
1,6400,C,0,1,100000,24
0,10000,D,22,0,83628,28
1,5425,B,0,0,83200,27
1,4000,C,3,0,15996,22
0,4000,C,10,0,131000,26
0,10950,A,11,1,65000,26
0,13150,A,2,2,72000,34
1,4800,D,2,0,30000,31
0,12000,C,0,0,53000,28
1,2700,A,3,1,88000,23
0,10000,A,3,1,62000,33
0,17500,D,1,0,32400,25
0,6800,C,5,1,60635,22
0,8000,C,0,2,45000,23
0,7500,D,0,1,175000,26
1,7000,B,0,0,34800,23
0,5400,B,3,0,55000,23
1,3250,A,3,1,45292.8,23
1,1550,A,5,1,22000,23
1,5000,C,2,0,50000,24
1,15000,B,9,1,67000,29
1,5000,C,13,1,41000,23
1,3400,B,1,0,147000,24
0,2800,B,7,0,37440,27
0,8500,B,5,0,52582,24
0,24500,B,4,0,175000,28
1,9250,C,0,0,13000,21
1,4000,B,3,0,26400,24
0,2400,C,5,0,77700,27
0,500,B,3,1,26000,22
1,10000,B,12,0,43200,22
0,9500,A,5,0,55000,24
1,10800,A,0,0,35000,34
0,9600,D,3,0,53000,21
1,2800,D,7,1,45000,32
0,5700,A,1,0,39996,36
0,1000,A,5,0,45000,24
0,1000,C,7,2,56000,27
0,3000,D,1,0,18000,23
0,10000,C,26,1,87600,24
0,3625,D,19,0,19800,25
1,15000,B,7,1,42655.8,48
0,10000,C,4,0,30000,24
0,3000,A,6,1,75000,31
0,15000,C,3,0,100000,29
0,9000,A,0,1,79000,25
0,2700,B,6,0,15000,30
0,17000,B,1,1,65000,26
0,10000,B,0,0,65000,23
0,10000,B,13,0,60000,23
0,9925,A,9,1,48000,22
0,23750,C,20,1,110000,26
1,12000,B,17,0,55000,45
0,2800,B,13,1,136000,30
0,11000,A,1,0,85000,24
1,3000,B,7,1,48000,25
1,5000,C,3,0,80000,22
0,6000,C,0,1,140000,27
0,10475,A,11,1,53360,29
0,14000,B,4,0,62500,41
0,3000,A,3,1,60096,29
1,24250,C,14,1,135000,24
1,5000,E,13,1,45000,27
0,5000,A,17,2,37000,34
0,8000,B,5,1,51000,24
1,10625,A,11,1,59000,25
0,2000,A,0,0,12000,23
0,10000,C,1,0,37000,29
1,4000,C,3,0,36000,26
1,4500,D,7,1,36000,44
1,15000,B,24,1,89000,34
0,25000,F,20,1,116000,39
0,5000,A,5,0,42996,24
0,4700,A,0,1,145596,23
1,5000,C,16,1,45000,24
1,13200,D,21,1,75000,40
0,17000,A,2,1,70000,24
1,8400,A,3,0,58576,30
0,5000,A,5,2,75000,23
1,20000,C,18,2,51600,24
0,9800,A,9,1,56500,23
0,15000,B,3,0,84000,28
0,3000,B,13,0,58000,22
0,13000,C,0,0,31200,21
1,4800,B,28,1,52000,29
1,10000,B,14,0,54996,28
1,2000,B,18,2,56000,24
0,4800,C,4,0,49200,27
1,2500,D,5,0,10800,35
1,3500,C,5,0,22800,27
1,4000,A,5,1,35000,36
1,7750,C,8,1,104000,28
0,3000,C,12,1,33600,30
0,15000,A,11,1,75000,30
1,1250,C,0,0,14400,31
1,15000,D,6,0,36000,37
1,10000,D,1,0,50000,24
1,17000,C,12,1,26000,22
1,1600,B,3,0,12000,21
0,15000,A,8,1,118000,25
0,5000,B,6,1,67870,38
0,10000,D,0,2,33996,22
0,3500,A,3,0,50000,32
0,1500,A,2,1,17544,28
1,5500,B,1,0,18000,25
0,7000,C,5,0,65000,27
0,5000,C,2,0,45000,28
0,20000,D,3,1,160000,24
0,8000,A,2,1,51000,23
1,25000,C,1,0,100800,30
1,20000,B,3,1,150000,39
0,6000,C,6,0,27000,23
0,6000,C,4,0,52000,23
1,10000,E,15,0,26000,24
0,15000,C,4,1,75000,22
1,6000,C,1,0,31200,25
1,3500,C,13,1,41941,23
1,1325,B,0,0,50400,24
0,5000,B,2,0,42500,22
1,13000,B,6,0,118000,24
0,20000,C,8,0,50000,38
0,10000,C,1,2,45000,25
0,10000,B,5,0,32890,27
1,10000,A,25,0,57000,22
1,4000,A,0,0,32000,22
0,15000,E,8,0,74784,37
1,7600,D,8,1,48000,28
0,3000,A,7,1,54000,23
0,15000,E,11,1,70000,28
0,20000,A,6,2,85000,27
1,1900,A,3,0,26500,22
1,10000,D,12,0,102000,32
1,17000,C,1,0,35400,26
1,16000,E,7,2,60000,23
1,7000,C,2,1,50000,33
0,12000,D,3,2,78000,27
0,6500,A,2,1,30000,29
0,6000,D,22,1,46800,26
0,2500,A,13,1,65000,24
1,15600,B,2,1,84996,31
0,3000,C,0,2,49140,22
0,10000,A,11,1,80000,22
0,8000,C,1,0,25200,23
1,14000,E,5,1,97200,26
0,3775,A,0,0,50000,32
1,16000,A,1,0,51000,51
0,5000,B,2,0,70000,38
1,12000,C,6,1,78000,23
1,7500,A,4,1,40000,32
0,5600,C,10,0,41000,26
0,2000,B,7,0,30225,28
1,5000,E,5,0,50000,27
1,16000,D,12,1,55530,23
1,25000,D,12,1,153000,41
0,3000,D,15,1,70000,27
0,2000,C,1,0,26400,27
0,9000,C,2,0,70000,47
1,15000,E,8,1,59950,23
0,16000,B,9,1,70000,24
1,10000,E,0,1,26000,23
0,5200,C,0,0,26000,38
0,26000,A,8,1,105000,30
0,8000,D,2,1,48000,40
1,6000,C,3,0,41496,33
0,17000,C,1,1,60000,39
1,9000,D,1,0,38400,28
0,10000,B,2,0,39996,25
0,28000,A,3,1,130000,32
0,11000,E,10,0,41808,21
0,5000,A,6,0,81000,24
0,14400,B,19,0,88068,26
0,4000,C,0,2,40800,37
0,5600,B,8,0,57995,29
0,8000,C,3,0,58600,23
0,9000,B,3,1,48000,30
0,6000,B,3,0,48000,23
1,2500,B,0,0,24996,22
1,8875,A,12,1,58044,29
0,12000,A,9,1,97000,28
1,10000,E,0,0,19896,37
0,7000,C,0,0,25000,22
1,9000,B,11,1,90300,27
0,35000,A,5,0,85000,37
0,20000,A,5,1,90000,46
0,12000,A,5,0,60000,24
1,2800,D,3,0,33396,24
0,10000,A,9,1,90000,25
1,1000,A,0,0,75000,30
0,19000,B,10,1,34000,23
0,35000,A,9,1,93600,28
1,18000,B,1,0,70000,28
1,23000,D,3,0,95000,40
0,4800,C,4,0,42000,22
0,4500,B,11,0,52000,29
1,2500,A,5,1,110004,24
1,6000,B,4,0,30000,22
0,4500,A,21,0,36000,27
1,6000,E,10,1,70000,28
1,15000,D,8,0,75000,50
1,10800,A,11,0,75000,26
1,23975,E,3,1,150000,30
0,20000,D,5,1,75000,28
0,2400,B,0,0,46000,26
0,10000,C,3,0,43000,21
0,8825,D,14,1,80000,25
1,8000,D,17,1,132000,23
1,5000,B,0,0,49800,45
0,4450,B,4,1,45000,30
1,5000,E,9,1,32400,21
0,12500,A,4,0,42000,21
0,12500,A,4,0,42000,21
0,4800,A,1,0,45000,26
0,15800,B,0,2,100000,29
0,8000,A,13,1,31000,24
1,2400,C,1,0,18000,26
1,1500,B,12,0,30000,29
1,2400,B,2,0,12000,31
1,2100,D,0,0,12500,30
0,7000,A,4,1,49000,28
0,12000,B,5,0,56755,22
0,24250,B,12,1,140000,29
1,3200,C,6,0,25000,24
1,8500,C,3,1,75000,30
0,6000,C,4,0,50000,23
0,10000,B,5,0,38004,22
1,6000,D,2,0,18835.2,27
1,15000,B,3,0,75000,33
1,1500,D,8,1,60000,24
1,10000,B,5,0,27600,34
0,17000,A,20,1,95680,28
1,8000,D,1,1,54600,24
1,10100,D,0,0,29136,26
0,25000,B,7,1,87000,24
1,10000,D,0,1,160000,25
1,10000,D,1,0,75000,24
1,1000,C,1,0,35000,26
0,13000,B,2,1,59000,31
0,4900,A,9,0,25200,32
1,12000,A,3,1,36000,25
1,3600,D,19,1,23000,23
0,10000,B,15,0,54000,33
0,5000,B,8,1,36000,30
0,5300,C,0,0,28800,24
0,10000,A,8,0,60000,30
0,6500,A,1,1,50000,27
0,2500,B,7,1,68000,28
0,10800,A,2,1,107000,27
0,5500,B,2,0,36000,26
0,10000,B,4,0,55000,23
0,20000,C,4,0,68000,25
1,16000,F,6,0,63175.25,22
0,5500,B,20,2,45996,28
0,13000,C,6,1,100000,31
0,12000,B,11,1,110000,29
0,10000,A,9,1,90000,25
0,34000,B,4,1,160000,28
0,11500,B,2,0,92259,33
0,21000,B,34,1,60000,23
1,35000,D,1,0,162000,31
1,4900,B,1,1,75000,24
1,3000,B,4,0,30000,25
0,12000,B,4,0,40000,27
1,5000,C,0,0,50004,27
1,10000,B,9,1,66000,26
0,15000,B,24,1,30200,25
0,25000,D,10,2,83000,22
1,14800,F,7,1,60000,29
0,12000,C,3,0,42000,33
0,18000,D,1,0,180000,30
1,16000,E,2,1,58200,37
0,9000,D,3,1,49633,25
0,15000,B,22,0,65000,24
1,15000,B,5,0,91000,25
0,3000,B,0,0,36000,22
0,20000,B,6,0,72000,34
1,3000,B,22,1,66000,34
1,8000,E,3,0,36000,21
1,10000,A,8,1,180000,30
1,12000,B,4,1,32000,28
0,7500,B,1,0,35000,42
0,2400,B,29,1,106000,31
0,18000,D,3,1,110244,28
0,3600,A,4,1,55000,29
1,12000,C,0,0,159500,24
0,4750,B,12,0,24000,24
0,10000,B,5,2,108000,24
1,10000,B,2,0,92004,30
0,7000,E,1,0,19200,25
0,11200,B,8,0,36000,52
1,12000,D,2,1,133000,31
1,4200,E,4,0,34000,26
1,10000,A,13,2,45000,29
1,3000,B,3,0,47277,33
0,18000,C,9,0,75000,23
1,4000,B,1,0,30000,26
0,8000,B,4,1,84996,30
1,11000,A,22,0,35000,25
0,14400,A,8,0,80400,21
0,15000,B,8,2,36000,26
0,22000,B,11,0,72000,43
1,25000,B,27,1,110000,22
0,16500,C,0,0,71000,33
0,12000,C,6,0,99996,28
0,20000,B,3,0,63000,25
0,5500,B,1,0,43000,23
0,9000,A,15,1,65000,23
0,20000,C,0,0,99996,24
0,10400,B,12,1,58000,25
0,4000,A,4,1,72500,32
1,2475,D,22,0,72000,28
0,1600,D,0,0,24000,28
1,5000,C,2,1,42000,21
0,12000,B,0,0,39996,26
0,1800,B,2,0,19200,40
1,10000,C,15,0,52000,23
1,23500,A,3,1,70000,30
0,10000,C,8,0,49639.62,24
0,8000,B,3,0,60000,23
0,14400,E,7,0,56400,21
0,13200,A,9,0,28000,29
0,12000,B,13,0,40000,30
1,3500,B,3,0,45000,23
0,3000,A,3,0,22800,22
1,11200,C,18,1,80000,22
0,3000,B,2,0,48996,30
0,7200,C,6,0,50000,36
1,9750,D,3,0,20800,31
1,15000,C,4,2,100000,25
0,5000,B,1,0,70500,22
1,6000,C,4,0,72000,31
0,4175,A,1,2,35000,26
1,6000,B,0,1,72000,24
0,24500,B,15,0,92000,24
0,3500,B,0,0,34000,29
1,12000,C,2,0,28000,23
1,1500,C,0,0,14400,25
0,12000,A,8,1,90000,27
0,25000,D,2,0,95800,25
0,9175,B,0,0,28500,34
1,15000,C,9,0,60000,30
1,15000,B,5,1,46000,25
0,3200,A,0,1,75000,23
1,14000,A,4,1,66000,22
1,8000,A,15,1,41050,33
1,9500,D,15,1,28000,23
0,3000,B,1,0,93600,27
1,6600,D,2,0,30000,29
1,4750,A,0,1,30000,21
1,9000,C,4,1,78000,31
0,19200,B,8,0,82000,27
0,6250,C,3,0,24000,25
1,10000,E,3,1,63000,33
1,6250,A,15,1,38484,22
0,5000,B,4,0,21600,30
1,4000,A,6,0,110000,28
0,13000,A,5,1,108000,26
1,5000,C,5,1,128000,26
1,10000,B,5,1,50000,22
0,10000,C,0,0,28000,29
1,2000,D,0,0,45000,22
1,7200,B,0,0,45000,22
1,25000,E,1,1,80000,22
0,10000,A,2,1,100000,25
1,5000,C,11,0,73000,25
1,8000,B,24,0,40000,27
0,14400,B,18,1,180000,25
0,12000,B,7,0,36000,24
0,14100,B,5,1,51900,22
0,14500,B,8,1,28800,22
0,14000,C,6,0,85000,28
1,8500,C,5,1,45000,25
0,1600,B,16,1,70000,24
0,10000,B,16,0,115000,49
0,14400,A,11,1,100000,27
1,1750,C,3,1,38400,21
1,3175,C,0,2,15000,21
1,8500,D,1,2,22000,22
0,10000,A,2,0,39996,21
0,5600,A,9,2,41100,24
0,11000,A,22,0,53004,26
1,10000,C,0,0,52500,23
0,2400,A,2,1,51000,23
1,8000,B,5,0,60780,23
1,20000,C,2,1,65000,26
0,25000,A,2,1,200000,38
0,5000,C,2,2,38000,24
1,5000,F,5,0,21000,21
1,2500,A,1,0,26592,27
0,5000,A,5,2,75000,23
1,2375,B,5,0,9600,21
0,4600,D,3,0,46500,23
1,20000,E,2,1,73400,21
1,21000,B,0,0,95000,33
0,1750,B,2,1,78000,22
1,3500,D,1,1,60000,37
0,6000,A,1,0,36000,22
0,10000,B,1,0,50000,31
0,6000,A,4,1,100000,32
1,5000,E,3,0,22000,25
0,10000,A,1,0,50000,26
0,2500,B,17,0,75000,28
1,10000,E,2,1,57000,36
0,3000,A,0,2,26000,34
0,3625,A,0,0,52000,25
0,4750,C,6,0,13806,21
1,6000,C,4,0,63500,25
0,4000,B,8,1,57850,23
0,8200,A,2,0,150000,22
1,4000,C,1,0,28800,29
0,19400,D,3,1,316800,42
0,7000,A,3,0,50026,26
0,3250,B,0,2,10000,29
1,2500,B,4,1,32000,21
1,15000,C,6,1,228000,26
1,20000,E,4,1,88000,29
0,20500,A,6,1,54500,36
0,10000,B,13,0,60000,23
0,12000,B,0,0,68000,31
0,20000,C,5,0,140000,29
0,4000,B,2,0,16800,22
0,8000,D,0,1,45000,23
0,4000,C,0,0,12000,27
0,15000,D,6,0,95000,22
0,1500,B,18,0,54000,23
1,5000,A,17,0,60000,37
0,9000,A,4,1,54000,27
0,3000,A,2,0,76000,29
0,6000,B,8,0,66500,42
1,13250,C,10,1,36000,21
0,25000,E,5,0,66504,41
1,15000,D,4,1,64000,35
0,725,A,1,0,12000,27
1,24000,B,13,1,70000,34
0,6400,C,4,1,67000,34
0,5000,A,3,1,72000,33
1,6725,B,13,1,42000,23
0,10000,A,2,1,62000,23
0,4000,E,2,0,88000,36
0,20000,G,0,1,76800,27
1,7000,E,13,1,48500,22
0,10000,A,5,1,54000,34
0,3000,B,6,0,45996,29
0,10000,A,3,1,51000,26
1,13275,C,2,0,38040,30
1,3000,B,2,0,39000,26
0,9600,C,7,0,60000,28
0,9000,C,0,0,60000,23
1,21000,E,19,0,93000,26
1,5000,B,2,0,37300,32
0,8000,C,2,0,60000,22
1,14000,D,4,0,45000,25
0,10000,E,6,0,95000,25
0,6800,C,6,1,97000,24
0,5000,D,11,0,33280,26
0,3500,C,9,2,32000,23
1,4950,B,17,1,19200,22
1,1550,A,2,1,26400,22
0,3000,B,4,0,48000,26
0,5000,A,2,0,21000,21
0,12000,A,12,0,275000,39
1,1275,B,0,1,65964,24
0,3250,C,10,1,95000,37
0,8250,B,4,0,33000,21
1,5600,B,3,0,30000,23
0,8875,D,1,0,32400,42
0,5000,B,17,1,109500,26
0,8000,A,9,1,69912,26
1,25000,C,9,0,54000,29
1,14000,C,5,0,65000,38
0,12000,B,22,0,55000,25
1,21000,B,38,1,175000,27
0,14975,A,8,1,125000,41
0,12800,D,13,0,103000,25
0,3500,A,3,2,51000,27
1,10000,E,4,0,60000,23
0,1500,C,4,1,58000,27
1,1500,B,11,1,63000,36
1,21600,B,10,0,90000,22
1,9600,B,2,0,68000,27
1,16000,C,15,1,82500,23
0,16000,A,3,1,480000,41
0,7500,B,3,0,125000,25
1,2000,B,0,0,21600,21
0,7525,A,1,0,85000,27
1,4800,C,7,0,63000,34
1,5000,C,3,0,48000,26
1,18200,B,8,1,55000,25
0,11050,A,4,1,58000,22
0,2000,D,1,0,48000,24
1,4000,D,1,2,17640,35
0,9000,B,5,1,80000,28
0,11000,B,2,2,126996,23
0,18000,B,3,1,350000,43
1,5650,B,3,1,72000,23
1,6500,D,1,0,60000,33
1,12000,A,8,1,40000,30
1,5000,C,2,0,40000,24
1,3000,C,0,0,24000,22
0,19200,D,0,0,87500,34
1,3000,B,2,1,49000,24
1,3500,B,15,1,175000,30
0,14000,C,12,0,122000,23
1,6000,C,5,0,90000,26
0,3000,C,0,0,65004,23
0,4800,B,6,2,38272,22
1,12000,C,0,0,40000,30
1,9000,A,15,1,76000,28
1,9750,C,6,1,82248,25
0,7000,B,16,0,45000,36
0,7350,B,4,1,48000,25
1,25000,B,14,2,55000,22
0,14000,B,0,0,70000,46
0,8000,B,16,1,68000,25
1,2500,A,3,0,36000,21
0,3000,E,8,0,95424,28
1,15000,B,8,1,75000,22
0,9500,C,1,0,52500,24
0,8000,D,1,0,50000,25
0,15000,A,3,1,136625,34
1,25000,F,23,1,80000,36
1,6000,C,7,0,36000,22
0,20000,B,13,1,172000,30
0,4000,D,8,1,33996,24
1,15000,C,2,1,48000,51
0,12000,C,1,1,80000,23
0,5600,C,4,1,93000,26
1,24000,E,10,1,97584,25
1,13000,D,2,0,24000,21
0,10000,E,1,0,87996,24
1,3000,B,13,1,86004,25
0,20000,B,10,1,71000,24
1,25000,E,0,0,87000,24
1,12000,D,4,0,60000,25
1,7425,B,11,2,71884,56
0,8000,A,9,0,42000,27
0,6000,A,15,2,26000,21
0,16000,B,0,0,175000,35
0,3500,A,16,2,66000,33
0,7500,A,1,0,55000,21
1,15000,D,0,1,50000,24
0,25000,A,4,1,118000,26
1,19800,C,1,1,107000,23
0,4000,D,6,0,30000,25
1,3000,A,2,0,30000,23
1,6800,B,3,0,52852,23
0,12000,C,0,0,64000,23
0,9600,D,10,1,67350,22
0,5000,B,2,0,31100,29
0,15000,B,2,1,51000,32
1,3200,B,15,0,40000,35
0,4375,B,8,0,16800,24
0,3000,F,6,0,23004,27
0,9000,B,5,1,62000,22
0,1900,A,17,0,45000,30
1,1000,A,0,1,36000,23
1,16000,D,5,1,64000,49
1,8500,D,2,0,31800,28
0,5000,A,2,0,61000,22
0,4000,B,1,0,44000,24
0,9300,A,11,1,96900,24
0,10000,A,5,1,56000,32
1,6000,D,16,0,36000,25
1,12000,B,5,0,69600,29
0,4400,A,2,1,71000,26
1,5000,C,14,0,60000,23
0,15000,B,5,0,64000,34
1,20050,B,15,0,26000,26
1,19200,C,5,1,102000,24
0,16000,D,3,0,50000,25
0,8000,B,5,0,50000,37
1,9800,C,5,0,25000,32
1,2500,C,4,1,104085,25
1,20000,B,8,0,75000,22
0,1500,B,0,0,12000,33
0,15000,B,5,0,65000,29
0,2000,A,1,0,37315,25
0,13750,B,0,0,42000,29
1,5000,C,9,0,36000,23
1,18000,C,7,1,47682,26
1,21600,C,4,1,96000,22
1,3500,B,3,0,27600,25
0,6000,C,10,2,82656,31
1,8000,D,9,1,70000,26
1,13000,C,1,0,51996,24
1,24000,D,6,0,80700,23
1,10000,C,2,0,83976,27
0,8000,C,0,0,36000,28
1,3100,A,5,1,32000,29
1,6500,F,9,1,213000,25
0,14000,D,8,0,80000,28
0,11200,C,7,1,66000,24
0,6000,D,2,0,39000,22
0,5000,B,2,1,40000,28
0,7000,D,2,0,60000,22
1,7500,C,2,0,40000,22
1,6000,B,2,0,31200,29
0,3000,C,2,0,14400,21
0,1200,C,2,2,50000,33
0,6000,C,2,0,24000,35
0,3800,B,5,1,45000,25
0,4200,B,3,2,50000,29
1,10000,E,12,0,48000,22
0,25000,D,3,1,80000,23
0,1000,D,2,1,31200,21
0,5500,C,0,0,24000,23
0,14400,C,0,0,76000,22
1,21000,E,0,0,150000,34
0,5200,A,10,1,61200,25
0,8000,A,12,1,107364,28
1,8500,E,0,2,26000,26
0,10000,A,1,1,83000,32
0,6000,E,1,0,25000,25
1,10000,B,2,1,157656,28
1,8000,D,9,1,62000,23
0,10000,A,8,2,33600,21
0,12500,B,4,0,60000,23
0,4000,B,5,1,52800,22
0,9200,E,5,0,50000,23
0,6000,A,11,1,81000,28
0,8500,B,3,0,65000,23
0,2500,A,0,0,24960,22
1,8000,B,1,1,80000,27
0,10000,A,9,0,27996,23
0,2500,B,3,0,36000,36
1,12250,C,2,0,35000,21
1,15000,A,9,1,31000,26
0,8500,B,19,1,49000,27
0,17000,A,5,1,90000,31
1,10000,C,5,0,132600,31
0,3250,D,3,0,25000,24
1,5500,C,13,0,56000,27
0,2500,B,4,0,10800,21
0,10000,C,1,0,30000,22
1,6000,C,15,0,38000,25
1,5500,A,2,1,45000,22
0,15000,C,3,0,41000,22
0,1750,B,11,1,10800,24
0,15000,B,7,1,36000,30
1,4000,C,4,0,45600,28
0,3600,C,15,0,74400,33
0,9500,D,8,0,21900,31
0,22500,D,2,0,52500,28
0,6400,B,10,1,62000,23
1,6800,A,0,0,54000,23
1,12000,B,12,1,60000,25
0,1500,A,5,1,77000,30
0,10000,C,0,0,62400,23
1,8000,B,5,0,46000,24
1,4000,C,5,1,42000,24
1,3250,C,4,0,20000,27
0,4000,A,0,0,36000,24
1,5000,C,6,0,80000,24
1,6000,A,6,1,70000,22
1,8000,C,0,0,42000,27
0,6000,B,6,0,37500,22
1,14500,C,3,0,88113.63,28
1,2800,C,2,2,17760,38
0,16000,A,13,1,144000,29
0,7500,B,1,1,50000,32
0,5000,B,7,0,68000,22
1,5000,C,2,1,55000,22
0,2700,A,7,0,15000,30
1,9600,E,3,2,40000,21
0,12000,C,0,0,50000,33
0,6125,A,0,0,75400,52
0,18000,C,1,1,96300,30
0,4800,A,5,0,47664,21
0,5000,A,2,2,40000,36
1,6000,A,6,2,30000,22
0,5500,A,1,0,42312,30
1,4500,C,4,1,75000,25
0,6000,A,7,0,47000,24
0,7500,B,4,0,48659,25
0,6000,B,4,0,36628.8,22
1,5000,B,6,1,51000,23
0,2500,A,6,1,81000,28
1,9250,A,1,0,24000,22
1,3550,B,3,0,10200,40
1,7500,A,2,0,60000,36
0,7500,D,13,0,51000,28
1,15000,A,12,1,60000,31
0,8500,C,2,1,125000,29
0,8000,B,4,0,70000,31
1,12000,A,43,1,35000,22
1,11200,A,4,1,50400,23
0,10000,A,5,0,45000,30
1,11500,B,3,1,55000,32
0,8000,B,5,1,51000,24
0,5800,A,4,1,45000,25
0,1600,B,0,0,15360,21
0,10000,A,4,1,95004,23
1,12000,A,15,1,125000,26
1,21500,D,5,0,65000,24
0,8000,B,3,2,175000,24
0,10750,A,4,0,28800,29
0,23450,B,1,1,166000,22
0,15000,B,4,1,53808,47
1,5000,C,5,1,61400,21
1,15000,C,5,1,67200,32
0,9000,A,2,0,20000,21
0,15000,C,20,1,125000,26
0,13000,B,28,1,74004,29
1,2500,D,3,0,39000,35
0,9000,A,11,2,57000,24
0,1200,A,7,1,25200,23
1,4000,B,17,0,18000,22
0,4000,D,6,0,39996,39
0,4000,C,0,0,39996,29
1,5000,B,6,0,30000,24
0,15000,A,2,0,31200,21
0,15000,B,2,1,75744,24
0,24250,A,0,1,130000,40
0,6000,B,8,1,65000,26
0,10800,B,2,0,56004,47
1,5000,B,5,0,96000,28
0,6000,B,5,1,115000,26
0,8600,A,2,0,30000,27
0,25000,B,2,1,77000,30
1,8000,D,1,2,38400,33
0,1500,E,0,0,18000,22
0,4000,C,5,0,70000,26
0,8000,E,1,1,40000,22
1,17000,B,11,1,30000,24
0,10000,B,9,1,75000,29
0,8000,B,21,0,54000,23
0,10000,C,3,1,50000,27
1,8000,B,2,0,36000,22
1,10000,B,23,0,40000,23
0,8000,A,1,1,122000,27
0,7500,B,6,0,44720,29
1,6000,B,4,0,33000,29
0,24000,C,4,1,125000,29
1,9000,B,14,1,110000,30
0,8000,C,5,0,54000,28
0,20000,A,20,1,90000,25
1,1800,A,9,0,50400,37
1,3600,C,3,2,35000,25
0,4000,B,18,1,96000,31
1,20000,B,11,1,65000,25
0,25000,A,3,1,115000,28
1,9600,D,5,0,45000,22
1,7000,D,26,1,54257,37
1,16000,B,7,0,42494,24
0,15000,A,26,0,38400,23
0,7000,A,8,0,70356,25
0,2000,B,7,0,30225,28
1,11375,B,32,1,157124,37
1,20000,D,5,0,53000,22
1,5000,B,3,0,21120,24
0,10000,C,3,0,55500,26
1,4800,C,4,0,38900,35
0,8800,B,14,2,55600,32
0,4500,B,2,0,20400,21
1,7000,A,1,2,46932,23
0,10800,B,7,1,61402,22
0,8500,B,7,1,80000,23
1,1000,C,0,0,12000,22
1,10000,C,9,0,51000,22
0,19800,D,0,1,75000,22
0,6000,D,0,1,61200,24
0,6250,B,3,1,55000,31
0,10500,B,19,0,75600,27
1,7500,D,7,0,51063,30
0,3000,A,7,0,33000,26
1,11400,A,1,0,35000,31
0,4000,C,0,0,20000,26
0,8675,D,7,0,42000,25
0,12000,A,4,1,72072,29
0,9250,D,7,0,40000,23
1,6000,D,4,1,68654,22
0,5025,A,0,1,53000,22
1,4800,C,2,0,48000,26
0,2000,A,0,1,55000,23
0,12000,B,3,1,33600,29
0,5000,B,2,2,30996,23
0,7500,C,11,1,77268.7,35
1,5000,D,2,0,126000,22
1,24000,G,8,1,60000,30
0,6500,B,5,1,40500,25
1,2000,D,3,1,15000,31
1,5800,C,2,1,40000,25
0,15000,B,4,1,108600,24
1,7000,B,2,0,50004,21
0,10000,A,3,1,65000,28
1,4500,C,8,1,50000,34
1,12000,D,3,1,37000,30
1,5000,A,0,0,41000,28
0,12000,C,10,1,78996,28
0,3700,E,5,0,37000,41
1,8000,B,0,0,23148,23
1,5000,D,2,2,25000,32
0,3000,B,16,0,25596,28
1,19000,G,0,1,80000,22
1,1750,D,3,0,22800,23
1,5000,D,3,0,24000,21
1,12000,D,4,0,235000,27
0,8850,B,4,1,60000,42
0,6000,A,13,1,57600,30
1,16000,C,3,0,50000,35
0,5600,B,2,2,50000,22
1,15000,B,1,0,72500,23
1,12325,A,14,1,140000,34
0,750,C,0,0,19000,25
1,10000,F,3,0,80000,25
0,8000,A,4,1,60000,28
1,9950,B,3,1,180000,25
1,7000,B,2,0,30000,21
0,8000,B,4,0,26400,35
0,11000,A,4,1,80000,25
1,28000,B,23,0,120000,22
0,7000,A,5,1,64500,31
0,7200,C,6,0,50000,36
1,5000,B,12,1,98000,25
0,10000,A,17,1,60000,24
0,2500,B,13,1,67000,23
0,3000,C,3,1,45000,22
0,21000,C,15,2,170000,33
0,13375,A,1,1,59000,22
0,2000,B,8,0,60000,22
0,16000,A,4,1,97000,23
1,3500,C,3,0,30000,22
0,3000,A,4,1,27000,26
1,25000,B,4,1,132000,25
0,14000,A,13,0,148000,24
0,3000,A,2,1,45000,28
1,25000,D,12,0,48000,22
0,15000,C,2,1,90301,32
0,3000,B,8,0,22668,34
1,4000,B,2,0,41000,23
0,5000,B,0,0,39000,41
0,20000,C,1,1,92000,39
1,10600,C,0,0,31200,22
1,4750,D,3,0,14400,31
0,12000,C,3,0,44412,22
0,3500,B,7,1,35000,22
1,1000,B,2,1,26400,22
1,30000,B,27,0,97000,23
0,24800,A,5,1,130000,29
0,5000,A,8,1,120000,29
1,10000,D,1,0,60000,23
0,10000,B,9,1,75000,29
0,4750,B,1,0,8000,28
1,12000,C,6,0,54400,22
0,1875,C,1,0,14400,24
0,5500,C,2,0,62472,24
1,24250,B,12,2,54578,26
0,15000,B,5,0,96000,25
1,7125,B,0,1,22800,22
0,10000,A,4,0,50000,22
0,1600,D,1,0,40000,35
1,25000,E,1,1,106000,25
0,5000,B,2,0,45500,27
0,10000,B,1,0,45000,28
0,5000,B,1,0,24000,36
0,8400,A,24,1,55704,28
0,10000,C,4,0,21000,22
0,8000,B,3,0,41200,29
0,2500,B,2,0,24000,27
1,6800,C,13,0,51000,33
1,5000,A,2,2,48600,23
0,3250,B,4,1,39000,22
1,5225,D,4,1,28000,23
1,9000,C,3,0,34000,33
0,4000,B,16,1,40000,22
0,10000,A,6,1,130000,30
1,5000,D,0,0,10000,21
1,8000,B,2,0,50004,47
0,20000,B,7,0,48000,22
